r,r_dB,eta,M,gamma,sigma,var_exact,rate_per_mode,shots_resolve,fit_slope,fit_R2
0.0,0.0,0.5,4,0.5,1.0,0.027654320987654323,0.8047189562170501,24.888888888888886,-0.786354292220109,0.999225563367441
0.0,0.0,0.5,8,0.5,1.0,0.0014475842097241274,0.8047189562170501,1.3028257887517143,-0.786354292220109,0.999225563367441
0.0,0.0,0.5,16,0.5,1.0,2.5367694268745813e-06,0.8047189562170501,0.0022830924841871227,-0.786354292220109,0.999225563367441
0.0,0.0,0.5,32,0.5,1.0,6.553060340472264e-12,0.8047189562170501,5.897754306425036e-09,-0.786354292220109,0.999225563367441
0.0,0.0,0.5,50,0.5,1.0,3.355441807044431e-18,0.8047189562170501,3.019897626339987e-15,-0.786354292220109,0.999225563367441
0.0,0.0,0.3,1,0.3,1.0,0.08778069000118593,0.6118877158110578,79.00262100106733,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,2,0.3,1.0,0.08750607681088968,0.6118877158110578,78.7554691298007,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,4,0.3,1.0,0.043816849351101785,0.6118877158110578,39.4351644159916,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,8,0.3,1.0,0.005660853496870496,0.6118877158110578,5.094768147183445,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,16,0.3,1.0,5.2676746176907184e-05,0.6118877158110578,0.047409071559216455,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,32,0.3,1.0,3.1246929430938414e-09,0.6118877158110578,2.8122236487844564e-06,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.3,50,0.3,1.0,5.1637290376835166e-14,0.6118877158110578,4.647356133915164e-11,-0.5848400944730384,0.9978768149954288
0.0,0.0,0.1,1,0.1,1.0,0.031070278214215596,0.29389333245105953,27.96325039279403,-0.24131396797318233,0.981071878251632
0.0,0.0,0.1,2,0.1,1.0,0.04535147392290251,0.29389333245105953,40.81632653061225,-0.24131396797318233,0.981071878251632
0.0,0.0,0.1,4,0.1,1.0,0.048333770394023035,0.29389333245105953,43.50039335462072,-0.24131396797318233,0.981071878251632
0.0,0.0,0.1,8,0.1,1.0,0.02749950737654909,0.29389333245105953,24.749556638894177,-0.24131396797318233,0.981071878251632
0.0,0.0,0.1,16,0.1,1.0,0.00448297603028952,0.29389333245105953,4.034678427260567,-0.24131396797318233,0.981071878251632
